SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00029889,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:14:42 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:32 PM,2/14/2014 7:14:42 PM,Comments update:  14-00029889-Broken Parking Meter  Meter Found Working,,2/7/2014 7:14:42 PM,2/12/2014 10:36:13 AM,1600 - 1699 BLOCK Q STREET NW,38.91112734620160,-77.037502016104,,0,455581,391609,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,OPEN311
14-00029890,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:15:49 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:52 AM,UNKNOWN,2/11/2014 11:18:18 AM,2/14/2014 7:15:49 PM,Comments update:  14-00029890-  Meter Found Working,,2/7/2014 7:15:49 PM,1/3/2015 12:01:18 PM,1ST STREET NE & MASSACHUSETTS AVENUE NE,38.89686039589680,-77.00777834036840,,0,225999,225999,6,6C,6C05,FIRST,103,25,NONE,NONE,NONE,PHONE
14-00029891,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:20:41 PM,CLOSED,1,DDOT,N,2/9/2014 7:38:28 PM,UNKNOWN,2/9/2014 7:33:53 PM,2/14/2014 7:20:41 PM,Comments update:  14-00029891-Broken Parking Meter  Meter Found Working,,2/7/2014 7:20:41 PM,2/9/2014 10:08:24 PM,600 - 669 BLOCK PENNSYLVANIA AVENUE SE,38.88513463746930,-76.99731545552250,,0,455516,391544,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,OPEN311
14-00029892,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:23:58 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:32 PM,2/14/2014 7:23:58 PM,Comments update:  14-00029892-Broken Parking Meter  Meter Found Working,,2/7/2014 7:23:58 PM,2/12/2014 1:07:26 AM,900 - 1099 BLOCK WATER STREET SW,38.88068128653010,-77.02611085692260,,0,470517,404967,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029893,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 7:24:28 PM,OVERDUE CLOSED,1,DDOT,N,9/12/2014 12:39:09 PM,UNKNOWN,10/1/2014 9:55:14 AM,2/11/2014 7:24:28 PM,"Comments update:  14-00029893-Caller reports 6 to 8 block street light outage By SARTIN, LANEL: 9/12/2014 12:35:27 PM This service request can be closed.  Work was either completed 100% or this is a duplicate.  Anything prior to the Current Streetlight contract can be closed per Jama Abdi on 9-12-2014. ",,2/7/2014 7:24:28 PM,10/1/2014 11:12:50 AM,GALLOWAY STREET NE & SOUTH DAKOTA AVENUE NE,38.95263468959980,-76.99681806119380,,0,278989,279176,5,5A,5A03,FOURTH,405,19,NONE,NONE,NONE,PHONE
14-00029894,UNKNOWN,S0361,Sidewalk Repair,SISYINOD,SIOD ,2/7/2014 7:27:26 PM,OVERDUE OPEN,1,DDOT,N,7/31/2014 12:22:41 PM,UNKNOWN,,7/2/2014 7:27:26 PM,"Comments update:  14-00029894-Loose brick on sidewalk in front of Fed Ex Office.  Caller has fallen because of loose brick. By BHATIA, SANDEEP: 7/31/2014 12:18:52 PM Approx. 60 bricks are lifting, missing and uneven near tree box area and in middle of sidewalk,  Refer to SBM.  ",,2/7/2014 7:27:26 PM,7/31/2014 12:36:42 PM,713 D STREET SE,38.88359500272450,-76.99560703955630,20003,77132,50679,50679,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,PHONE
14-00029895,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:29:23 PM,CLOSED,1,DDOT,N,2/12/2014 5:23:58 PM,UNKNOWN,2/12/2014 5:18:06 PM,2/14/2014 7:29:23 PM,Comments update:  14-00029895-  Meter Found Working,,2/7/2014 7:29:23 PM,10/16/2014 1:06:29 PM,CONNECTICUT AVENUE NW & ORDWAY STREET NW,38.935566504984,-77.05850939284550,,0,275774,275961,3,3C,3C05,SECOND,203,15,NONE,NONE,NONE,PHONE
14-00029896,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 7:31:06 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 6:07:38 AM,UNKNOWN,2/12/2014 6:03:07 AM,2/11/2014 7:31:06 PM,Comments update:  14-00029896-at corner...of rockcreek church rd and randolph stRepairs Completed,,2/7/2014 7:31:06 PM,11/4/2014 12:35:55 PM,337 RANDOLPH STREET NW,38.93909892533730,-77.01628696594770,20011,244248,87191,87191,4,4C,4C10,FOURTH,407,18,NONE,NONE,NONE,PHONE
14-00029897,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 7:31:28 PM,CLOSED,1,DDOT,N,2/10/2014 12:08:58 AM,UNKNOWN,2/10/2014 12:03:06 AM,2/11/2014 7:31:28 PM,"Comments update:  14-00029897-Burned out light on 700 block of Rock Creek Church Rd., NWRepairs Completed",,2/7/2014 7:31:28 PM,2/10/2014 1:35:48 AM,700 - 799 BLOCK ROCK CREEK CHURCH ROAD NW,38.93683085523150,-77.02223126322290,,0,476196,409639,1,1A,1A08,FOURTH,409,2,NONE,NONE,NONE,PHONE
14-00029898,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:33:08 PM,CLOSED,1,DDOT,N,2/10/2014 10:38:28 PM,UNKNOWN,2/10/2014 10:34:02 PM,2/14/2014 7:33:08 PM,Comments update:  14-00029898-Broken Parking Meter  Meter Found Working,,2/7/2014 7:33:08 PM,2/11/2014 2:07:31 AM,700 - 899 BLOCK K STREET NW,38.90210042731430,-77.02295210434090,,0,454932,390960,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00029899,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:34:31 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:32 PM,2/14/2014 7:34:31 PM,Comments update:  14-00029899-Broken Parking Meter  Meter Found Working,,2/7/2014 7:34:31 PM,2/12/2014 10:36:13 AM,1000 - 1099 BLOCK THOMAS JEFFERSON STREET NW,38.90389801284290,-77.06013146196780,,0,476413,409836,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029900,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:36:52 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:37 PM,2/14/2014 7:36:52 PM,Comments update:  14-00029900-Broken Parking Meter  Meter Found Working,,2/7/2014 7:36:52 PM,2/12/2014 10:07:22 AM,1800 - 1803 BLOCK PENNSYLVANIA AVENUE NW,38.89964206780410,-77.04184609395980,,0,476381,409805,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029901,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/7/2014 7:41:07 PM,OVERDUE CLOSED,1,DPW,N,2/11/2014 1:12:00 PM,Icy Road/Close SR,2/27/2014 1:12:08 PM,2/11/2014 7:41:07 PM,due to snow.  closed by STG,,2/7/2014 7:41:07 PM,10/16/2014 1:06:29 PM,1306 36TH STREET NW,38.907011960869,-77.07050137513950,20007,272248,115101,115101,2,2E,2E04,SECOND,206,4,NONE,NONE,NONE,PHONE
14-00029902,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 7:41:52 PM,OVERDUE CLOSED,1,DDOT,N,2/18/2014 3:52:29 PM,UNKNOWN,2/18/2014 3:48:06 PM,2/11/2014 7:41:52 PM,Comments update:  14-00029902-Repairs Completed,,2/7/2014 7:41:52 PM,2/18/2014 4:06:20 PM,2905 13TH STREET NE,38.92699399467360,-76.98799241702180,20017,43518,29631,29631,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,PHONE
14-00029903,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:43:47 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:33 PM,2/14/2014 7:43:47 PM,Comments update:  14-00029903-Broken Parking Meter  Meter Found Working,,2/7/2014 7:43:47 PM,2/12/2014 1:07:26 AM,600 - 699 BLOCK INDIANA AVENUE NW,38.89414432037730,-77.02090604630650,,0,454913,390941,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00029904,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:51:03 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:34 PM,2/14/2014 7:51:03 PM,Comments update:  14-00029904-Broken Parking Meter  Meter Found Working,,2/7/2014 7:51:03 PM,2/12/2014 1:07:26 AM,600 - 649 BLOCK WATER STREET SW,38.87646092723840,-77.02081685159910,,0,470608,405041,6,6D,6D04,FIRST,105,9,NONE,NONE,NONE,OPEN311
14-00029905,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:53:49 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:28 PM,2/14/2014 7:53:49 PM,Comments update:  14-00029905-Broken Parking Meter  Meter Found Working,,2/7/2014 7:53:49 PM,2/12/2014 10:07:22 AM,700 - 799 BLOCK 4TH STREET NW,38.89998283954560,-77.01620016394040,,0,455303,391331,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00029906,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 7:54:50 PM,CLOSED,1,DPW,Y,2/7/2014 10:16:00 PM,Vehicle Gone on Arrival - Close SR,2/7/2014 10:17:37 PM,2/11/2014 7:54:50 PM,GOA @ 9:39PM   BDG 152,,2/7/2014 7:54:50 PM,10/16/2014 1:06:29 PM,22ND STREET NW & P STREET NW,38.90963478508760,-77.04879651070120,,0,209051,209051,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,PHONE
14-00029907,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:55:17 PM,CLOSED,1,DDOT,N,2/11/2014 12:06:57 PM,UNKNOWN,2/11/2014 12:03:11 PM,2/14/2014 7:55:17 PM,Comments update:  14-00029907-Broken Parking MeterMeter Repaired,,2/7/2014 7:55:17 PM,2/11/2014 8:39:18 PM,1300 - 1318 BLOCK 19TH STREET NW,38.90757117831160,-77.04344284310720,,0,476365,409789,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029908,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 7:55:31 PM,CLOSED,1,DPW,Y,2/7/2014 9:39:00 PM,Not Enforceable - Close SR,2/7/2014 9:39:57 PM,2/11/2014 7:55:31 PM,NO VIOLATION @ 8:25PM,,2/7/2014 7:55:31 PM,1/3/2015 12:01:18 PM,1352 PARK ROAD NW,38.93039836798990,-77.03158456894180,20010,231101,74093,74093,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,PHONE
14-00029909,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 7:56:18 PM,CLOSED,1,DDOT,N,2/9/2014 7:38:28 PM,UNKNOWN,2/9/2014 7:33:54 PM,2/14/2014 7:56:18 PM,Comments update:  14-00029909-Broken Parking Meter  Meter Found Working,,2/7/2014 7:56:18 PM,2/9/2014 10:08:24 PM,2900 - 2999 BLOCK M STREET NW,38.90522621284430,-77.05863837403940,,0,455435,391463,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029910,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 7:58:29 PM,CLOSED,1,DPW,Y,2/7/2014 10:19:00 PM,Observed Vehicle - Close SR,2/7/2014 10:19:48 PM,2/11/2014 7:58:29 PM,NO SIGNS POSTED @9:55PM  BDG  152,,2/7/2014 7:58:29 PM,2/7/2014 10:35:46 PM,1701 16TH STREET NW,38.91304394721670,-77.036163061182,20009,242225,85169,85169,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,PHONE
14-00029911,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 8:00:17 PM,CLOSED,1,DPW,Y,2/7/2014 9:24:00 PM,Observed Vehicle - Close SR,2/7/2014 9:25:35 PM,2/11/2014 8:00:17 PM,OBSERVED EMNP SIGNS @ 8:41PM 3-POSTED 2-11-2014  FROM 9;AM TO 5:00PM  BDG 291,,2/7/2014 8:00:17 PM,2/7/2014 9:37:44 PM,2110 19TH STREET NW,38.918028042828,-77.04460624438420,20009,235119,77803,77803,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,PHONE
14-00029912,UNKNOWN,S0311,Rat Abatement,DEPAHEAL,DOH,2/7/2014 8:05:15 PM,CLOSED,1,DOH,Y,2/19/2014 9:30:00 AM,No evidence of rats -Close,2/19/2014 9:31:09 AM,3/31/2014 8:05:15 PM,On 02/11/2014 @ 10:35 am Mr.Rogers did find any evidence of rats in the area,,2/7/2014 8:05:15 PM,2/19/2014 12:18:32 PM,316 UPSHUR STREET NW,38.94193606890480,-77.01641334532270,20011,244181,87107,87107,4,4C,4C10,FOURTH,407,18,NONE,NONE,NONE,WEB
14-00029913,UNKNOWN,S0311,Rat Abatement,DEPAHEAL,DOH,2/7/2014 8:06:43 PM,CLOSED,1,DOH,Y,2/19/2014 9:31:00 AM,No evidence of rats -Close,2/19/2014 9:32:25 AM,3/31/2014 8:06:43 PM,On 02/11/2014 @ 10:39 am Mr Rogers did find any evidence of rats in the area,,2/7/2014 8:06:43 PM,2/19/2014 12:18:32 PM,311 TAYLOR STREET NW,38.94124352828060,-77.01629437680280,20011,244146,87033,87033,4,4C,4C10,FOURTH,407,18,NONE,NONE,NONE,WEB
14-00029914,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 8:06:46 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 12:08:21 PM,UNKNOWN,2/12/2014 12:03:07 PM,2/11/2014 8:06:46 PM,Comments update:  14-00029914-Repairs Completed,,2/7/2014 8:06:46 PM,1/3/2015 12:01:18 PM,,0,0,,-100,-100,348291,,NONE,NONE,,,NONE,NONE,NONE,NONE,PHONE
14-00029915,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:08:16 PM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:43 PM,2/14/2014 8:08:16 PM,Comments update:  14-00029915-Broken Parking Meter  Meter Found Working,,2/7/2014 8:08:16 PM,2/11/2014 5:35:45 AM,1200 - 1399 BLOCK 16TH STREET NW,38.90717540957880,-77.03652990966790,,0,460364,396041,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029916,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 8:11:11 PM,OVERDUE CLOSED,1,DDOT,N,9/12/2014 12:39:09 PM,UNKNOWN,10/1/2014 9:55:14 AM,2/11/2014 8:11:11 PM,"Comments update:  14-00029916-Street light keeps going on and off.  Possible short in fixture. By SARTIN, LANEL: 9/12/2014 12:35:27 PM This service request can be closed.  Work was either completed 100% or this is a duplicate.  Anything prior to the Current Streetlight contract can be closed per Jama Abdi on 9-12-2014. ",,2/7/2014 8:11:11 PM,10/1/2014 11:12:50 AM,3800 52ND STREET NW,38.93927661490680,-77.10313487600310,20016,269073,112217,112217,3,3D,3D03,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00029917,UNKNOWN,RPP,Residential Parking Permit Violation,PARKENFO,Parking Enforcement,2/7/2014 8:11:16 PM,CLOSED,1,DPW,Y,2/8/2014 6:43:00 PM,Vehicle Gone on Arrival - Close SR,2/8/2014 6:43:40 PM,2/11/2014 8:11:16 PM,GOA,,2/7/2014 8:11:16 PM,10/16/2014 1:06:29 PM,700 - 799 BLOCK PRINCETON PLACE NW,38.93540387684760,-77.02264188583830,,0,459271,394999,1,1A,1A08,FOURTH,409,2,NONE,NONE,NONE,PHONE
14-00029918,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:17:07 PM,CLOSED,1,DDOT,N,2/11/2014 12:06:57 PM,UNKNOWN,2/11/2014 12:03:11 PM,2/14/2014 8:17:07 PM,Comments update:  14-00029918-Broken Parking MeterMeter Repaired,,2/7/2014 8:17:07 PM,2/11/2014 8:39:18 PM,1800 - 1801 BLOCK N STREET NW,38.90724754033560,-77.041874998168,,0,476399,409823,2,2B,2B07,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029919,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:30:55 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:38 PM,2/14/2014 8:30:55 PM,Comments update:  14-00029919-Broken Parking Meter  Meter Found Working,,2/7/2014 8:30:55 PM,2/12/2014 10:07:22 AM,1300 - 1699 BLOCK CONNECTICUT AVENUE NW,38.90992776334640,-77.04360696393170,,0,461776,397358,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029920,UNKNOWN,PVDNUSIT,Placement Violations,TRU311,TRU - 311,2/7/2014 8:43:07 PM,OVERDUE CLOSED,1,Call Center,N,2/7/2014 11:50:00 PM,Complete - Close SR,3/5/2014 3:16:55 AM,2/10/2014 9:43:07 PM,RETURNED ON 02/07/2014 AT 9:30 P.M.,,2/7/2014 8:43:07 PM,3/5/2014 3:40:07 AM,4013 GAULT PLACE NE,38.89890862667020,-76.94539224386190,20019,28041,16280,16280,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,WEB
14-00029921,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:44:04 PM,CLOSED,1,DDOT,N,2/9/2014 7:38:28 PM,UNKNOWN,2/9/2014 7:33:54 PM,2/14/2014 8:44:04 PM,Comments update:  14-00029921-Broken Parking Meter  Meter Found Working,,2/7/2014 8:44:04 PM,2/9/2014 10:08:25 PM,3100 - 3199 BLOCK K STREET NW,38.90259251885840,-77.06194480996310,,0,455214,391242,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029922,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:45:47 PM,CLOSED,1,DDOT,N,2/10/2014 10:38:28 PM,UNKNOWN,2/10/2014 10:34:02 PM,2/14/2014 8:45:47 PM,Comments update:  14-00029922-Broken Parking Meter  Meter Found Working,,2/7/2014 8:45:47 PM,2/11/2014 2:07:31 AM,800 - 899 BLOCK 8TH STREET NW,38.90034430466310,-77.02294696085710,,0,454935,390963,2,2C,2C03,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00029923,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:53:02 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:38 PM,2/14/2014 8:53:02 PM,Comments update:  14-00029923-Broken Parking Meter  Meter Found Working,,2/7/2014 8:53:02 PM,2/12/2014 10:07:22 AM,2000 - 2099 BLOCK PENNSYLVANIA AVENUE NW,38.90101142460860,-77.04577633876130,,0,455224,391252,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00029924,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 8:53:57 PM,CLOSED,1,DDOT,N,2/7/2014 9:53:13 PM,UNKNOWN,2/7/2014 9:48:06 PM,2/14/2014 8:53:57 PM,Comments update:  14-00029924-Address Not Found,,2/7/2014 8:53:57 PM,1/3/2015 12:01:18 PM,10TH STREET NW & FLORIDA AVENUE NW,38.92053401730550,-77.02599191351990,,0,226045,226045,1,1B,1B03,THIRD,305,2,NONE,NONE,NONE,PHONE
14-00029925,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 8:55:44 PM,OVERDUE CLOSED,1,DDOT,N,2/11/2014 4:39:08 AM,UNKNOWN,2/11/2014 4:33:09 AM,2/11/2014 8:55:44 PM,Comments update:  14-00029925-Repairs Completed,,2/7/2014 8:55:44 PM,10/16/2014 1:06:29 PM,7205 7TH STREET NW,38.97752547193910,-77.02269393281360,20012,251003,94197,94197,4,4B,4B01,FOURTH,401,17,NONE,NONE,NONE,PHONE
14-00029926,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 9:00:18 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:33 PM,2/14/2014 9:00:18 PM,Comments update:  14-00029926-Broken Parking Meter  Meter Found Working,,2/7/2014 9:00:18 PM,2/12/2014 10:36:13 AM,1600 - 1699 BLOCK P STREET NW,38.90964329087920,-77.03750656635060,,0,456021,392049,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,OPEN311
14-00029927,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 9:04:41 PM,CLOSED,1,DPW,Y,2/7/2014 11:36:00 PM,Not Enforceable - Close SR,2/7/2014 11:39:16 PM,2/11/2014 9:04:41 PM,Supervisor badge 24 spoke with the caller and stated that the vehicle has moved @11:36pm    db,,2/7/2014 9:04:41 PM,2/8/2014 12:06:00 AM,1718 40TH STREET SE,38.86510908901180,-76.94661771881220,20020,57294,34533,34533,7,7E,7E02,SIXTH,605,34,NONE,NONE,NONE,PHONE
14-00029928,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/7/2014 9:18:00 PM,CLOSED,1,DDOT,N,2/8/2014 7:19:34 AM,UNKNOWN,2/8/2014 7:19:36 AM,2/12/2014 9:18:00 PM,"POTHOLE STREET REPAIR ( WO # 405601 )Projected Start:  FEB 08, 2014    Finish: FEB 10, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/7/2014 9:18:00 PM,2/9/2014 12:06:36 AM,,0,0,,-100,-100,348291,,NONE,NONE,,,NONE,NONE,NONE,NONE,PHONE
14-00029929,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/7/2014 9:28:29 PM,CLOSED,1,DDOT,N,2/9/2014 8:23:33 PM,UNKNOWN,2/9/2014 8:18:41 PM,2/14/2014 9:28:29 PM,Comments update:  14-00029929-Broken Parking Meter  Meter Found Working,,2/7/2014 9:28:29 PM,2/9/2014 11:48:44 PM,3200 - 3229 BLOCK WATER STREET NW,38.90268692992390,-77.06333515501050,,0,454846,390874,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,OPEN311
14-00029930,UNKNOWN,S0196,Leaf Collection,SWSTALCS,Str & Alley Cleaning - Seasonal,2/7/2014 9:29:54 PM,CLOSED,1,DPW,N,2/12/2014 8:34:00 AM,Area Vacuum - Close SR,2/12/2014 8:35:53 AM,3/3/2014 9:29:54 PM,NO TREE WAS PRESENT ON STREET OR ALLEY,,2/7/2014 9:29:54 PM,10/23/2014 2:51:09 PM,1433 CONSTITUTION AVENUE NE,38.89183553405360,-76.984366792936,20002,63474,39186,39186,6,6A,6A04,FIRST,108,26,NONE,NONE,NONE,WEB
14-00029931,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 9:30:08 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 12:08:21 PM,UNKNOWN,2/12/2014 12:03:07 PM,2/11/2014 9:30:08 PM,"Comments update:  14-00029931-Streetlight Repair 3131-3199 Chain Bridge Road Northwest, Washington, DC 20016, USA Repairs Completed",,2/7/2014 9:30:08 PM,2/12/2014 12:36:04 PM,2950 CHAIN BRIDGE ROAD NW,38.92955273450370,-77.09654228560860,20016,224723,67449,67449,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,OPEN311
14-00029932,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/7/2014 9:30:13 PM,OVERDUE CLOSED,1,DDOT,N,2/12/2014 12:08:21 PM,UNKNOWN,2/12/2014 12:03:07 PM,2/11/2014 9:30:13 PM,"Comments update:  14-00029932-Streetlight Repair 2950 Chain Bridge Road Northwest, Washington, DC 20016, USA Repairs Completed",,2/7/2014 9:30:13 PM,2/12/2014 12:36:04 PM,2950 CHAIN BRIDGE ROAD NW,38.92955273450370,-77.09654228560860,20016,224723,67449,67449,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,OPEN311
14-00029933,UNKNOWN,PVDNUSIT,Placement Violations,TRU311,TRU - 311,2/7/2014 10:08:52 PM,OVERDUE OPEN,1,Call Center,N,,Complete,,2/10/2014 11:08:52 PM,R2014018492,,2/7/2014 10:08:52 PM,2/11/2014 12:38:27 AM,604 R STREET NW,38.91240485166010,-77.02031851491070,20001,238525,81224,81224,6,2C,2C02,THIRD,308,7,NONE,NONE,NONE,WEB
14-00029934,UNKNOWN,PVDNUSIT,Placement Violations,TRU311,TRU - 311,2/7/2014 10:46:30 PM,OVERDUE OPEN,1,Call Center,N,,Complete,,2/10/2014 11:46:30 PM,R2014018500,,2/7/2014 10:46:30 PM,2/11/2014 12:38:27 AM,4801 SARGENT ROAD NE,38.94844640171390,-76.98680093875120,20017,288277,126817,126817,5,5A,5A08,FOURTH,405,20,NONE,NONE,NONE,WEB
14-00029935,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/7/2014 11:17:25 PM,CLOSED,1,DPW,N,,UNKNOWN,2/21/2014 2:29:01 PM,3/4/2014 11:17:25 PM,,,2/7/2014 11:17:25 PM,9/9/2014 2:45:52 PM,1817 VALLEY TERRACE SE,38.840741308630,-76.97745701552780,20032,55392,33010,33010,8,8E,8E03,SEVENTH,704,38,NONE,NONE,NONE,PHONE
14-00029936,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/7/2014 11:34:28 PM,CLOSED,1,DPW,Y,2/7/2014 11:42:00 PM,Not Enforceable - Close SR,2/7/2014 11:59:12 PM,2/11/2014 11:34:28 PM,"Dispatcher 9 from Centralize Towing spoke with the security officer at the above number for this private property request and advised the security that if the property manager is not on the site to sign off on the citation, parking enforcement will no be able to execute the request.    DB",,2/7/2014 11:34:28 PM,2/8/2014 12:06:01 AM,1201 7TH STREET NW,38.90582654009090,-77.02164767964550,20001,243251,86185,86185,6,2C,2C03,THIRD,308,7,NONE,NONE,NONE,PHONE
